dia_no_laboral,x,y,dc,dmc,ffmc,isi,ndvi,elevacion,temperatura,humedad,viento,precipitaciones,superficie,dia_0,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,mes_1,mes_2,mes_3,mes_4,mes_5,mes_6,mes_7,mes_8,mes_9,mes_10,mes_11,mes_12,hora_0-8,hora_8-16,hora_16-23
1,22,28,34.846962,8.436546,84.24109,6.2238503,0.342599988,13.30705452,18,48,17,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,21,30,34.846962,8.436546,84.24109,6.2238503,0.563199997,17.11932564,16.3,56,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,24,36,11.860335,2.6141028,80.99086,5.1484804,0.431199998,8.742839813,9.95,79.5,11.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,28,35,9.415116,1.4008719,64.075584,3.8902373,0.550300002,15.89478016,11,58,41,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,24,36,15.597304,3.589206,83.356606,8.365517,0.393400013,8.742839813,8.6,65.5,15.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,24,36,19.235785,4.750384,83.95111,9.39589,0.393400013,8.742839813,5.8,65.5,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,26,33,20.706472,5.0729127,80.34269,4.6034455,0.319799989,13.67011929,15.2,42,28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,24,36,4.590483,1.0991881,61.212254,0.83244324,0.391900003,8.742839813,6,93,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,24,36,11.156097,2.273059,76.77156,1.6681197,0.33860001,8.742839813,11.45,80,9.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,24,36,8.6055355,1.7069591,78.84148,5.240548,0.33860001,8.742839813,11.2,88,26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,8,3.364592,2.3752277,57.664745,2.4318147,0.597599983,9.229542732,9.35,68.5,29.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,5,13,8.306233,2.4272094,80.9321,4.0957007,0.622099996,10.98036194,12.4,79,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,28,33,3.1279192,1.3973348,66.36493,3.7954903,0.378899992,13.37856674,8.45,70.5,20.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,46,44,5.139514,2.191387,79.75401,6.8197007,0.596700013,17.41037941,11,53,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,24,36,7.5383825,3.0037167,83.002144,7.187345,0.350499988,8.742839813,15,65,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,30,36,9.990837,3.7433043,83.41279,4.654354,0.462399989,16.4458313,15.85,66.5,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,53,50,9.990837,3.7302573,83.404976,4.64962,0.67110002,12.4239378,21.6,42,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,31,28,12.648679,3.8891616,80.48387,1.9438407,0.41170001,12.49743652,14.8,59,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,34,41,1.8335174,4.7083135,46.517307,0.4141098,0.4639,18,12.5,76,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,35,41,7.0021195,2.4193494,67.919685,0.9331521,0.454899997,16.50738335,11,97,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,43,45,3.303499,2.2300448,43.01887,0.31073686,0.728100002,18.64624214,20.6,80,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,41,36,2.170902,3.9191003,51.990837,0.83874875,0.373699993,13.65328217,12.5,76.5,21.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,22,25,7.556706,5.0370693,47.63108,0.32920745,0.522499979,16.46961212,24.2,77,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,22,15,18.812593,8.601907,84.56561,3.8228436,0.63319999,15.09708977,21.2,50,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,5,13,28.27817,11.896402,86.14249,7.0880594,0.653500021,10.98036194,27,47,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,24,36,4.205227,3.732841,60.187313,1.4117872,0.365700006,8.742839813,15.1,69,22,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,30,36,35.431664,7.2769737,62.52822,1.2899221,0.455500007,16.65275764,18,66,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,24,36,43.082603,10.081542,82.80231,4.3451395,0.41170001,8.742839813,10.45,68,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,28,33,51.33874,6.165911,73.81611,2.063141,0.376300007,14.91644096,11.4,54,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,24,36,35.030796,10.777446,75.42361,5.4111915,0.332100004,8.742839813,18.4,77.5,24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,24,36,40.590523,12.300032,83.034256,9.255565,0.332100004,8.742839813,15.75,71.5,26,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,24,36,40.590523,12.300032,83.034256,9.255565,0.332100004,8.742839813,14.1,76,19,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,24,36,46.103764,13.5402565,83.63283,7.466145,0.332100004,8.742839813,15.1,70.5,20.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,24,36,46.103764,13.5402565,83.63283,7.466145,0.332100004,8.742839813,16.8,63,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,24,36,100.236206,25.38076,86.54388,10.976879,0.317099988,8.742839813,17.3,48,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,26,28,106.9923,27.185194,86.592094,11.498528,0.402799994,13.35371876,18.5,66,28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,38,42,113.79718,29.167397,86.64033,9.740573,0.629700005,18.63031769,16.1,71,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,19,28,129.8434,27.889126,89.25715,10.616126,0.317699999,8.986168861,24.7,43,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,24,28,129.47862,28.610802,89.23813,10.587187,0.397700012,14.22946644,26.5,29,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,24,28,105.942245,10.321011,85.55616,5.1621785,0.397700012,15,28.3,33,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,53,50,111.756134,10.063904,85.157455,4.884582,0.623700023,12.4239378,27,32,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,23,32,47.58228,15.062538,89.01536,8.823361,0.458900005,11.62279892,26.65,52,12.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,23,32,47.58228,15.062538,89.01536,8.823361,0.458900005,11.62279892,26.65,52,12.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,42,40,23.461393,6.5232368,85.21784,4.2770586,0.489399999,18.81113434,21.5,45,22,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,30,27,57.910862,11.682852,82.27834,3.7481387,0.635500014,18.87655067,23.8,70,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,38,42,86.12984,15.217056,80.51775,3.4324832,0.620500028,18.63031769,17.3,71,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,24,36,109.09417,16.80533,78.891785,2.6399183,0.480800003,8.742839813,31.5,52,19,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,33,41,127.220665,8.807496,69.65296,1.2306451,0.546500027,19.30129814,21.3,91,22,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,20,27,149.9152,18.141838,88.2775,6.359246,0.398699999,13.42353916,19.5,53,13,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,31,36,163.53995,21.631813,89.55439,6.208878,0.393099993,16.89737511,22.4,52,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,44,38,194.95193,32.20517,87.986626,7.148841,0.578700006,15.68052006,21.7,75.5,16.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,29,42,169.59775,17.452044,82.56906,5.568207,0.619099975,4.718961716,20,87,9,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,29,42,176.09824,18.56756,81.36467,7.9194803,0.619099975,4.718961716,17.25,66.5,26,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,54,50,226.9061,36.968063,90.93878,8.765355,0.668599963,8.288650513,30,44,17,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,36,28,213.7054,33.478836,90.938736,8.7653,0.477999985,7.273302555,32.4,42,9,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,54,51,235.21817,40.492508,90.98845,9.693527,0.746500015,12.87375259,31.6,37,15,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,34,29,230.29097,39.98088,90.4343,13.547142,0.462099999,12.30477905,27.3,66,20,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,22,29,241.0365,41.584324,90.4343,13.547136,0.442999989,12.90027332,31.8,48,11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,24,23,201.64993,23.13913,90.79421,12.599103,0.561500013,14.83395672,34.4,39,28,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,38,42,26.564135,9.1834545,69.85975,2.8309963,0.654600024,18.63031769,22.7,70.5,14,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,24,36,22.510805,6.791257,82.436714,11.427963,0.532700002,8.742839813,20.8,91,33,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,24,36,36.819588,8.974702,85.392525,3.108711,0.532700002,8.742839813,13.45,74.5,9.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,20,43,98.23107,15.469299,86.616234,5.5158305,0.658699989,3,15,72,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,28,33,80.84142,16.857958,85.07444,2.748489,0.435000002,14.91644096,26,67,11,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,33,39,64.301506,9.521204,47.906292,0.390501,0.495400012,16.92178726,16.8,86,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,29,35,64.301506,9.521204,47.906292,0.390501,0.582499981,16.2250824,17,80,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,24,36,64.301506,9.521204,47.906292,0.390501,0.404900014,8.742839813,17.2,83,30,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,24,36,64.301506,9.521204,47.906292,0.390501,0.404900014,8.742839813,17.6,79,30,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,38,41,64.301506,9.521204,47.906292,0.390501,0.59799999,16,16.8,86,26,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,24,30,60.415745,8.296485,85.53434,5.852054,0.502399981,14.24246025,16.8,41,13,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,46,44,70.23984,3.5749238,49.105793,0.25222668,0.629700005,17.32969856,14.4,86,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,30,33,46.697826,2.9682345,48.073944,0.22036152,0.447699994,14.71450806,14.65,85,11.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,44,43,8.439406,2.294273,81.24863,4.0540214,0.673900008,16.41732979,22.1,46,17,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,30,27,39.468044,10.526953,84.99622,3.3910825,0.529900014,16.24360657,17.5,54,7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,44,41,40.027607,7.495785,55.021076,0.7276704,-0.0104,18.96382523,15,87,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,41,39,42.46448,8.108657,71.588585,1.4227161,-0.0036,16.6809063,7,93,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,36,42,46.943676,9.603258,82.593765,4.245963,0.605000019,18.30460739,8.1,88,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,30,36,50.685802,10.933677,84.35261,2.9351761,0.466300011,15.047925,12.4,70,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,48,45,50.27502,11.154058,82.94625,3.02184,0.675999999,15.4659481,17.6,48,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,43,44,50.27502,11.154058,82.94625,3.02184,0.725000024,16.5951252,17.5,50,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,44,43,55.08492,12.430094,84.106865,5.78415,0.658500016,16.41732979,14.5,51,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,20,43,67.18124,14.655477,85.46326,5.487921,0.557200015,2.76498127,15.5,66.5,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,30,33,76.31246,15.697789,83.83919,5.1968064,0.389899999,14.71450806,12.3,73,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,24,36,2.580192,0.19643627,31.161783,0.030239811,0.388099998,8.742839813,15.9,93,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,24,36,7.9389534,1.0456852,64.12031,2.6226618,0.433400005,8.742839813,10.7,88.5,29.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,24,36,11.489536,1.8733387,77.296326,3.9969432,0.433400005,8.742839813,9.3,70.5,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,45,47,8.284094,1.4259001,75.601456,4.49872,0.693400025,17.98923302,4.2,89,28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,24,36,23.927118,3.4458432,69.519066,1.1666051,0.41839999,8.742839813,10.5,79,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,24,36,16.754889,3.8092377,83.26137,6.338132,0.373699993,8.742839813,15.4,50,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,50,51,21.248678,4.7868366,83.28362,8.2176075,0.721099973,14.10871029,16.8,61,28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,39,38,29.27173,8.182016,84.08217,5.2213206,0.301999986,18.34685707,15.4,58,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,50,51,48.69126,10.389829,75.80926,1.9348466,0.587300003,14.10871029,16.7,54,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,31,36,15.295583,12.441464,82.87085,5.4743624,0.347900003,16.0975399,12.2,71,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,35,41,27.840977,16.926832,87.66244,13.046827,0.502799988,16.50738335,12.7,52,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,26,33,51.50713,4.9842987,70.79184,2.3850727,0.387899995,13.67011929,21.5,44,30,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,26,27,58.8915,7.329273,84.92569,12.233615,0.466300011,17.03235435,17.8,67.5,22,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,28,33,67.104866,10.772822,88.91363,18.716524,0.301800013,13.90836906,25.1,38,33,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,26,33,74.28307,13.039492,88.96262,6.4257884,0.488900006,13.6418438,17.8,51,11,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,26,33,74.28307,13.039492,88.96262,6.4257884,0.488900006,13.6418438,18.8,52,13,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,36,32,82.9666,16.315195,89.05765,9.871748,0.373400003,11.43461227,28.2,53,13,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,29,36,81.44316,11.211993,73.00352,2.2716463,0.415800005,14.30450821,29.2,49,19,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,29,42,110.14002,17.126684,86.327614,5.843019,0.547699988,4.718961716,30,54,11,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,30,28,142.16815,23.37846,86.44616,4.3626323,0.379700005,12.44328594,18.8,49,9,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,34,41,142.16815,23.37846,86.44616,4.3626323,0.394800007,17.1812458,21,50,22,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,23,29,83.98339,13.860014,86.036575,12.097197,0.371699989,14,19.65,80,17.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,34,37,114.56467,13.813395,85.79639,11.696624,0.521899998,17.68787575,19.65,80,17.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,25,30,114.56467,13.813395,85.79639,11.696624,0.381000012,17.36837769,19.65,80,17.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,35,41,121.76096,15.873443,86.461464,6.319303,0.521000028,16.42024612,18.5,59,13,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,33,24,121.76096,15.873443,86.461464,6.319303,0.311199993,7.599143982,19.5,56,15,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,26,33,137.88878,21.77805,89.13496,12.142768,0.363000005,13.6418438,19,81,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,50,43,134.79962,24.356586,88.80007,15.368048,0.606299996,10.40810394,24.25,69,13.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,26,33,146.16571,24.302217,88.800865,15.369792,0.363000005,13.75331306,24.25,69,13.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,28,30,146.16571,24.302217,88.800865,15.369792,0.430400014,16.78068161,24.25,69,13.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,45,43,81.66127,20.417597,87.90461,4.195239,0.672100008,16.31942177,25.2,75,7,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,8,110.41168,19.223057,87.47683,5.8794317,0.595399976,9.229542732,19.8,57,13,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,8,133.2421,21.577272,81.13296,4.0074935,0.595399976,9.229542732,27.1,62,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,22,15,109.140205,10.84789,84.941414,5.405332,0.671199977,12.70098019,20.15,76.5,9.5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,26,32,73.28435,19.085213,86.93425,5.2264724,0.462900013,13,20.9,86,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,38,42,81.14329,21.440138,87.160736,8.171705,0.718500018,18.63031769,24.7,71,14.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,35,44,58.988934,21.479748,87.12566,8.130963,0.505500019,18.59538269,27.8,54,11,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,26,34,81.14329,21.440138,87.160736,8.171705,0.460399985,15.6669445,23.3,73,19,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,38,42,88.900185,23.369612,87.20916,10.119132,0.718500018,18.63031769,25.15,77.5,14,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,38,41,98.79474,19.358322,83.93723,4.035717,0.446399987,15.80731583,28.6,63,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,36,32,114.63863,16.92866,85.86816,4.792123,0.421000004,11.43461227,25.6,42,15,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,35,41,122.456116,20.315514,89.873055,6.870674,0.446399987,17,27.4,43,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,39,41,122.456116,20.315514,89.873055,6.870674,0.446700007,17.27954483,23.65,58.5,7.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,38,41,118.86734,14.400727,78.72475,3.0805712,0.446399987,16.17883301,24.1,58,22,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,37,29,132.55087,18.828133,87.43365,5.8432713,0.414099991,7.957395077,19,68.5,15,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,57,54,98.8633,15.231303,87.32717,5.7551193,0.550899982,13.00041866,19,68.5,15,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,13,117.86749,21.45485,87.52535,11.113463,0.665400028,10.98036194,21.5,78,22,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,22,30,133.2421,21.577272,81.13296,4.0074935,0.470400006,18.01086044,24.4,75,5.5,0.6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,17,23,105.622826,11.454873,72.882515,2.874069,0.678499997,17.66576195,22.55,76.5,12,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,23,30,102.016205,8.784044,80.58913,2.9802804,0.4815,14.63399696,19.5,56,17,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,31,40,119.717575,10.987258,85.109436,5.531715,0.629700005,19.18975067,21.3,67,9,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,35,37,127.22118,12.917377,85.79762,3.6430678,0.432099998,16.42543411,22.8,78.5,13,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,39,41,112.11404,10.675874,76.69101,1.7050201,0.469500005,17.69615936,25.7,81,11,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,35,41,64.697914,12.153889,89.424805,6.2752395,0.472200006,16.25000763,24.2,36,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,24,23,133.75002,22.316523,84.798004,4.9131026,0.608099997,16.02919006,18.3,71,8.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,36,39,133.75002,22.316523,84.798004,4.9131026,0.412299991,17.29237175,19.5,65,9,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,32,40,160.22505,31.652802,88.26111,8.704366,0.572000027,17.99553299,27.4,51,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,26,35,167.126,34.530544,89.641716,11.762342,0.575299978,13.99965,23,66,25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,31,40,167.126,34.530544,89.641716,11.762342,0.684499979,19.18975067,28.3,58,22,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,27,24,167.126,34.530544,89.641716,11.762342,0.587400019,15.47898006,26.5,43,30,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,46,41,172.19307,36.20386,88.65313,19.031433,0.551499963,14.35304356,15.05,70.5,21,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,24,25,71.05553,14.191885,86.86888,10.4219475,0.537100017,17.75922585,22.45,73,8.5,0.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
